,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Hsal|LOC105184906,947.92419903,0.31213700153,0.0874757868679,-3.56826743384,0.000359349619921,0.0727033092729
Hsal|LOC105185398,66.2570046743,-0.731507395493,0.204705121274,3.57346895348,0.000352283029049,0.0727033092729
Hsal|LOC105185132,211.735037692,0.290835988587,0.0819058627378,-3.55085678687,0.000383979295205,0.0760678982938
Hsal|LOC105181684,1268.82198624,-0.672381014474,0.19059891657,3.52772736893,0.000419143615584,0.0797127328117
Hsal|LOC105184442,19.4491319603,-1.17852596361,0.333905124069,3.52952344441,0.000416308817172,0.0797127328117
Hsal|LOC105189578,14.1296684691,0.905690670812,0.258017039573,-3.51019712617,0.000447774602009,0.0834880135393
Hsal|LOC105187606,2169.70491457,-0.441058267932,0.126640782669,3.48275064823,0.000496290389316,0.0891244277704
Hsal|LOC105192486,940.543474962,-0.764849870879,0.219626486558,3.48250287506,0.000496749886616,0.0891244277704
Hsal|LOC105182578,25.9208817689,1.27701614461,0.367576023535,-3.47415517565,0.000512464573228,0.0902412153116
Hsal|LOC105185224,1158.34458161,-0.751304648341,0.216698083934,3.46705718251,0.000526189938146,0.0909734567605
Hsal|LOC105185708,1071.74234144,-0.455616384053,0.131855031225,3.45543419786,0.000549407278792,0.0932913181077
Hsal|LOC105191843,740.494008977,-0.942962166518,0.273390263442,3.44914319422,0.000562368396495,0.0938168610925
Hsal|LOC105187177,418.714513822,0.300368758529,0.087676685899,-3.425868068,0.000612837978689,0.0987707854128
Hsal|LOC105189312,497.039332663,0.382260775294,0.111546805367,-3.4269092157,0.00061049313554,0.0987707854128
Hsal|LOC105185999,137.015657752,-0.674259860317,0.197317270382,3.4171355554,0.000632837608466,0.0991126331898
Hsal|LOC105186802,2176.90054053,-0.452340910235,0.132423657255,3.4158617849,0.0006358050925,0.0991126331898
Hsal|LOC105186779,627.18628802,-0.225129480101,0.0661971075871,3.40089602563,0.000671653691942,0.103012176721
Hsal|LOC105180853,14.9180905582,0.846073193317,0.250596474996,-3.37623740848,0.000734844806554,0.107502142547
Hsal|LOC105185337,32.5749773602,-0.655933792329,0.193926216869,3.38238843061,0.000718584601496,0.107502142547
Hsal|LOC105188618,299.527008876,-0.455771110286,0.134826373824,3.38042993636,0.00072372524104,0.107502142547
Hsal|LOC105187972,1250.87066186,-0.767234630058,0.228040281736,3.36446975165,0.000766908902311,0.108745626014
Hsal|LOC105189822,706.351015629,-0.350987099163,0.104356083359,3.36336021691,0.000769998198264,0.108745626014
Hsal|LOC105190625,916.63894415,0.287879892652,0.0856689972003,-3.36037425509,0.000778369538616,0.108745626014
Hsal|LOC105191946,173.015099646,0.54447229124,0.162209758155,-3.35659394005,0.000789089094011,0.108745626014
Hsal|LOC105184195,64.0922876971,-0.551021311257,0.164545259031,3.34875227948,0.000811763397828,0.110272259285
Hsal|LOC105187219,66.8405328283,0.487871832547,0.146274899703,-3.33530792732,0.00085204992136,0.112952403582
Hsal|LOC105189860,782.411282015,0.284758936063,0.0854037999607,-3.33426540966,0.000855250084962,0.112952403582
Hsal|LOC105185169,362.479277223,-0.595632711082,0.178937846461,3.32871286239,0.000872483043748,0.113649880315
Hsal|LOC105188686,2416.97849472,0.241714965951,0.0727794798849,-3.32119666606,0.000896323541137,0.115177575036
Hsal|LOC105191150,127.195989724,-0.794877032144,0.240271703714,3.30824237669,0.000938835183018,0.119031783404
Hsal|LOC105181718,21.8745893794,-1.16087978636,0.354516117045,3.27454727878,0.00105831428088,0.132414611801
Hsal|LOC105190713,75.5163270266,-0.843414159831,0.25836547724,3.26442282011,0.00109687342269,0.135456745147
Hsal|LOC105188943,2289.79961003,0.356497412582,0.109453262854,-3.25707432821,0.00112566952597,0.135493563575
Hsal|LOC105191759,221.805491725,-0.914825874761,0.280860206419,3.257228521,0.00112505818803,0.135493563575
Hsal|LOC105190746,346.783408239,0.554209389099,0.170471436561,-3.25103958927,0.00114983845124,0.13667267291
