,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Aech|LOC105147606,2379.77982289,-1.31871646497,0.209286160721,6.30102086266,2.9569158617e-10,1.43047525073e-08
Aech|LOC105144329,122.508501827,2.46072462459,0.390597284729,-6.29990202389,2.97833844653e-10,1.43431927993e-08
Aech|LOC105147221,210.950028643,2.30144173148,0.365916507872,-6.28952693298,3.18434859788e-10,1.52662261835e-08
Aech|LOC105150279,1949.11762707,-1.29287215507,0.205614936752,6.28783188368,3.21930255446e-10,1.5364590622e-08
Aech|LOC105154713,94.0066832496,1.99105200387,0.316835186628,-6.28418839794,3.29570845915e-10,1.56590290762e-08
Aech|LOC105145090,2754.89550934,1.64235995023,0.261411817735,-6.28265380067,3.3284171553e-10,1.57441527928e-08
Aech|LOC105149040,102.32353926,1.46413177522,0.233105387245,-6.28098643504,3.36431498887e-10,1.58435417817e-08
Aech|LOC105152745,11.2583259056,2.95281061619,0.470395909121,-6.27728804383,3.44529457994e-10,1.61534230019e-08
Aech|LOC105151907,496.677360139,1.66236362427,0.265111661846,-6.27042813844,3.60056694501e-10,1.68073833314e-08
Aech|LOC105143074,2496.77779979,-1.05320090265,0.167998495092,6.26910914932,3.63119537182e-10,1.68763372674e-08
Aech|LOC105143623,11319.3721934,-1.3177322251,0.210355282687,6.26431724589,3.74462433321e-10,1.73278420775e-08
Aech|LOC105142950,564.188862669,1.56394770326,0.24987602542,-6.25889458836,3.87715818182e-10,1.78634608351e-08
Aech|LOC105154032,335.623878383,1.13872526249,0.182080338737,-6.25397157313,4.00143877313e-10,1.83566003718e-08
Aech|LOC105146915,349.388053358,1.69347306309,0.271047584231,-6.24788104237,4.16058346532e-10,1.900475958e-08
